Video ID,Title,Description,Category,Duration (seconds),Publish Date,Publish Time (24h),Views,Likes,Comments,Default Audio Language,Channel Title,Channel Subscribers,Total Videos Posted,Channel Views,Channel Creation Date,Channel Country,Title Length,Hashtag Count,Description Present,Duration Category,Day of Week,Month,Quarter,Year,Video Age (days),Engagement Rate,Channel Title Length,Channel Size,Average Video Views,Channel Age (days),Category Definition,Audio Language Name,Channel Country Name,Publish Hour,Time of Day,Sentiment Polarity,Sentiment Category
aDB1hEYj0aM,Withholding Aid: Trump’s Latest Political Power Play,"Trump's threat to withhold wildfire aid from California reveals his hypocrisy and disregard for American lives, using disaster relief ...",25,26,2025-01-13,18:00:00,30836,955,669,en,NowThis Impact,4070000,23893,3262828529,2012-09-05,US,52,0,Yes,Very Short,Monday,January,1,2025,6,5.26657153975872,14,<10M,136560.018792114,4519,News & Politics,English,United States,18,Evening,0.25,Positive
emTfbckU6Mo,&#39;Superman&#39; actor unleashes on Democrats with prediction about Hollywood and politics,FAILURE OF LEADERSHIP': Dean Cain excoriates California Gov. Gavin Newsom over the state's response to deadly infernos.,25,25,2025-01-14,01:56:39,64510,7586,474,en-US,Fox News,12700000,114346,18943535913,2006-09-19,US,92,2,Yes,Very Short,Tuesday,January,1,2025,5,12.49418694776,8,10M+,165668.54907911,6697,News & Politics,English (American),United States,1,Night,0.0,Neutral
j6zYXo5L-nQ,"It&#39;s not a real job, but someone&#39;s gotta do it #dailyshow #politics",,23,38,2024-09-07,18:00:26,524430,33688,303,en-US,The Daily Show,11900000,6787,6648898666,2016-05-26,US,75,4,No,Very Short,Saturday,September,3,2024,134,6.48151326201781,14,10M+,979652.079858553,3160,Comedy,English (American),United States,18,Evening,-0.1,Negative
8Wv0Tof7rRo,All five former living US Presidents attend Jimmy Carter&#39;s funeral #politics,"Former Presidents Presidents Bill Clinton, George W. Bush, Barack Obama, Donald Trump, and Joe Biden gather at Washington's ...",25,26,2025-01-09,18:32:15,3616285,70383,1337,en,Bloomberg Television,2380000,76450,980354600,2017-05-03,US,80,2,Yes,Very Short,Thursday,January,1,2025,10,1.9832507670164201,20,<10M,12823.4741661216,2818,News & Politics,English,United States,18,Evening,0.0,Neutral
EZUBCAfR78o,Bernie Sanders on the power of money in politics,Shorts #TheoVon #BernieSanders #Politics #election2024.,23,31,2024-08-14,17:10:30,4819422,168647,8022,en-US,Theo Von,3510000,936,716310525,2006-03-03,US,48,0,Yes,Very Short,Wednesday,August,3,2024,158,3.6657715385786904,8,<10M,765289.022435897,6897,Comedy,English (American),United States,17,Afternoon,0.0,Neutral
3ExKJTOvTCw,"How Politicians Go from $0 to $1,000,000",Join this channel to get access to perks: https://www.youtube.com/channel/UCkoujZQZatbqy4KGcgjpVxQ/join Support the Shawn ...,22,46,2024-09-17,17:00:04,445920,28425,1157,en,Shawn Ryan Show,3880000,1029,608877115,2017-02-06,US,40,0,Yes,Very Short,Tuesday,September,3,2024,124,6.63392536777897,15,<10M,591717.31292517,2904,People & Blogs,English,United States,17,Afternoon,0.0,Neutral
J0gosGXSgsI,Federalism: Crash Course Government and Politics #4,"In which Craig Benzine teaches you about federalism, or the idea that in the United States, power is divided between the national ...",27,555,2015-02-14,21:26:11,3479952,33271,1791,en,CrashCourse,16100000,1598,2061431910,2006-05-20,US,51,1,Yes,Medium,Saturday,February,1,2015,3627,1.0075426327719401,11,10M+,1290007.45306633,6819,Education,English,United States,21,Night,0.0,Neutral
mv0K1YSwVhw,Rishi Sunak welcomes Keir Starmer as new prime minister #news #politics #shorts,"Watch more on Independent TV: https://tinyurl.com/yc7ukx9n The Independent is the world's most free-thinking newsbrand, ...",25,18,2024-07-09,14:13:56,690035,19220,1046,en-GB,The Independent,924000,33125,651424360,2006-08-15,GB,79,3,Yes,Very Short,Tuesday,July,3,2024,194,2.93695247342526,15,<1M,19665.6410566037,6732,News & Politics,English (British),United Kingdom,14,Afternoon,0.136363636363636,Positive
09LXZcMmDI4,No real jobs! No real jobs! #dailyshow #politics #shorts,,23,38,2024-02-18,19:01:00,741321,36850,386,en-US,The Daily Show,11900000,6787,6648898666,2016-05-26,US,56,3,No,Very Short,Sunday,February,1,2024,336,5.022925291472919,14,10M+,979652.079858553,3160,Comedy,English (American),United States,19,Evening,-0.125,Negative
SMXJ-qx54x4,"America’s shift to the right, in data #shorts",Subscribe to our channel and turn on notifications (  ) so you don't miss any videos: http://goo.gl/0bsAjO Vox is on a mission is to ...,25,60,2024-11-06,22:44:03,2148913,107409,5570,en-US,Vox,12500000,1773,3641235708,2014-03-04,US,45,1,Yes,Very Short,Wednesday,November,4,2024,74,5.257495301112701,3,10M+,2053714.44331641,3974,News & Politics,English (American),United States,22,Night,0.285714285714285,Positive
7-ohYtQ4eYE,Political earthquake will come in wake of LA wildfires: George Will | On Balance,"Leadership in California and Los Angeles are being criticized as hundreds lose homes, businesses, schools and more in ...",25,230,2025-01-10,01:35:40,664656,9385,2082,en,NewsNation,1820000,63644,1114033048,2020-05-06,US,80,0,Yes,Short,Friday,January,1,2025,9,1.72525336414626,10,<10M,17504.1331154547,1719,News & Politics,English,United States,1,Night,0.0,Neutral
UzY53K_78Cw,Nigel Farage: &#39;I&#39;ve always told the truth&#39; #news #politics #shorts,"Watch more on Independent TV: https://tinyurl.com/yc7ukx9n The Independent is the world's most free-thinking newsbrand, ...",25,15,2024-06-13,20:53:10,92168,1450,548,en-GB,The Independent,924000,33125,651424360,2006-08-15,GB,78,6,Yes,Very Short,Thursday,June,2,2024,220,2.16778057460289,15,<1M,19665.6410566037,6732,News & Politics,English (British),United Kingdom,20,Evening,0.0,Neutral
W0LSdzuhYyI,You&#39;ve made a mistake discarding friends over politics: Vance,JD Vance says a difference in political views doesn't make someone a bad person and people shouldn't end their friendships or ...,25,58,2024-10-24,23:20:12,280359,27633,767,en,NewsNation,1820000,63644,1114033048,2020-05-06,US,65,1,Yes,Very Short,Thursday,October,4,2024,87,10.129869203414101,10,<10M,17504.1331154547,1719,News & Politics,English,United States,23,Night,0.0,Neutral
bXYRJJIn_wI,How Michigan explains American politics,"How Republicans won Michigan, how they lost it, and what it all tells us. Subscribe and turn on notifications so you don't miss ...",25,1087,2024-01-11,13:00:34,2236052,53395,3689,en-US,Vox,12500000,1773,3641235708,2014-03-04,US,39,0,Yes,Medium,Thursday,January,1,2024,374,2.55289232987426,3,10M+,2053714.44331641,3974,News & Politics,English (American),United States,13,Afternoon,0.0,Neutral
uflVdSJRAm4,“I don’t care about politics it doesn’t affect me”,,10,19,2024-10-16,21:18:15,7198309,470895,14157,Unknown,NXCRE,1040000,2076,3147046817,2017-12-09,US,50,0,No,Very Short,Wednesday,October,4,2024,95,6.7384159251846505,5,<10M,1515918.50529865,2598,Music,Unknown,United States,21,Night,0.0,Neutral
lxXgfu9aP3A,Lagos Assembly: Why Was Mudasiru Obasa Impeached? | Politics Today,Don't forget to subscribe: https://bit.ly/2Hb8hjx Watch more interesting videos: https://bit.ly/34ogCaw Follow Channels Television ...,25,3290,2025-01-13,20:49:48,147887,0,431,en,Channels Television,3380000,222606,1487066875,2011-02-01,NG,66,0,Yes,Long,Monday,January,1,2025,6,0.291438733627702,19,<10M,6680.2641213624,5101,News & Politics,English,Nigeria,20,Evening,0.0,Neutral
78HZE2ItqBI,✅Bihar Politics LIVE : Lalu - Tejashwi Yadav के दही - चूड़ा भोज में हो गया खेला ? | CM Nitish | RJD,Bihar Politics LIVE : Lalu - Tejashwi Yadav के दही - चूड़ा भोज में हो गया खेला ? | CM Nitish | RJD ...,25,10047,2025-01-14,13:09:15,29486,171,1,hi,News18 Bihar Jharkhand,10500000,182126,4248395782,2010-06-16,IN,99,0,Yes,Very Long,Tuesday,January,1,2025,5,0.583327680933324,22,10M+,23326.6847237626,5331,News & Politics,Hindi,India,13,Afternoon,0.136363636363636,Positive
rkdjur0Es7A,&#39;Don&#39;t play any politics&#39;: Newsom responds to Trump&#39;s fire criticism,"Republicans are seizing on the catastrophic wildfires that tore through the Los Angeles area early Wednesday, blaming ...",25,36,2025-01-08,22:17:15,20241,207,442,Unknown,POLITICO,155000,4238,57422278,2007-02-27,US,84,4,Yes,Very Short,Wednesday,January,1,2025,11,3.20636332197025,8,<1M,13549.3813119395,6536,News & Politics,Unknown,United States,22,Night,0.0,Neutral
6nG1SRrR6fc,Analyzing Trump&#39;s appearance alongside political rivals at Jimmy Carter&#39;s funeral,"President-elect Donald Trump attended late President Jimmy Carter's funeral alongside other political rivals like President Biden, ...",25,253,2025-01-10,00:15:57,31575,169,153,en,CBS News,6320000,132426,5521619517,2006-09-27,US,89,2,Yes,Short,Friday,January,1,2025,9,1.01979414093428,8,<10M,41695.8868877712,6689,News & Politics,English,United States,0,Night,0.0,Neutral
9CINep9Gqhk,Ricky Gervais On Hitler&#39;s Ideology | POLITICS | Universal Comedy,"The Holocaust isn't your average comedy subject, but Ricky Gervais (creator of The Office, Extras, Derek and After Life) has a ...",23,245,2020-10-07,16:00:07,9467270,187273,3795,en-GB,Universal Comedy,568000,944,273825315,2010-03-10,GB,68,1,Yes,Short,Wednesday,October,4,2020,1565,2.01819531924197,16,<1M,290069.189618644,5429,Comedy,English (British),United Kingdom,16,Afternoon,0.0,Neutral
wXcS9oD1_i8,that 1 friend whose politics makes no sense,Nebula: https://go.nebula.tv/mancarryingthing Letterboxd: https://letterboxd.com/ManCarrying/ Twitter: ...,23,45,2024-11-04,22:18:40,983867,78881,3311,en-US,Man Carrying Thing,548000,643,202701638,2011-07-14,Unknown,43,0,Yes,Very Short,Monday,November,4,2024,76,8.35397467340606,18,<1M,315243.604976671,4938,Comedy,English (American),Unknown,22,Night,0.0,Neutral
c0N9RJxANgs,What are Elon Musk&#39;s political interventions in Europe about? | BBC News,Leaders from UK Prime Minister Keir Starmer to the German Chancellor Olaf Scholz have condemned Elon Musk's recent foray ...,25,147,2025-01-07,17:59:15,130037,1143,1985,en-GB,BBC News,17300000,24132,5799828566,2006-04-08,GB,76,1,Yes,Short,Tuesday,January,1,2025,12,2.4054692126087103,8,10M+,240337.666418034,6861,News & Politics,English (British),United Kingdom,17,Afternoon,0.0,Neutral
0FmHXKNYwis,Supporters in Political Rally! #tmkoc #politics #rally #comedy #trending #funny #viral #funnyvideo,,23,16,2024-03-02,10:00:00,3417338,205684,314,hi,Taarak Mehta Ka Ooltah Chashmah,28100000,14330,25096826993,2014-08-04,IN,98,8,No,Very Short,Saturday,March,1,2024,323,6.02802532263416,31,10M+,1751348.7085136,3821,Comedy,Hindi,India,10,Morning,0.125,Positive
qn9_eA5zPQk,Harris vs. Trump: Who Are Celebrities Endorsing in the 2024 Election?,We know which ones we would rather hang with » Sign up for our newsletter KnowThis to get the biggest stories of the day ...,25,20,2024-07-31,18:00:35,322543,7217,4104,en,NowThis Impact,4070000,23893,3262828529,2012-09-05,US,69,0,Yes,Very Short,Wednesday,July,3,2024,172,3.5099196076181998,14,<10M,136560.018792114,4519,News & Politics,English,United States,18,Evening,0.0,Neutral
8fZhTh-o4Tk,The GOP says Trump wouldn&#39;t use the military on political detractors... except that he did say that,,23,60,2024-10-27,18:00:10,2660875,204744,7059,en-US,The Daily Show,11900000,6787,6648898666,2016-05-26,US,103,1,No,Very Short,Sunday,October,4,2024,84,7.95990040870014,14,10M+,979652.079858553,3160,Comedy,English (American),United States,18,Evening,-0.05,Negative
x2V_qYcIjpA,Is this Racist? w/ Matt Walsh #Shorts #Podcast #Politics,Subscribe to the Channel for more Podcasts like this! Watch the Full Episode Here - https://youtu.be/nCu3M3etKsE Join Jillian and ...,25,55,2024-10-05,16:01:01,64704,2226,322,en-US,Jillian Michaels,493000,485,38070497,2007-12-30,US,56,3,Yes,Very Short,Saturday,October,4,2024,106,3.93793273986152,16,<1M,78495.8701030927,6230,News & Politics,English (American),United States,16,Afternoon,0.0,Neutral
qyQbW_iEkSM,Cenk DESTROYS Trump in 30 Seconds,Cenk DESTROYS Trump in 30 Seconds #Shorts #TYT #News #Government #Politics #Progressives #CenkUyger ...,25,31,2024-10-15,00:51:58,1082252,48127,4007,en-US,The Young Turks,6050000,65899,6957688323,2005-12-21,US,33,0,Yes,Very Short,Tuesday,October,4,2024,96,4.8171775150334595,15,<10M,105581.091109121,6969,News & Politics,English (American),United States,0,Night,0.0,Neutral
zMhfk7pTbcE,Twitter in a nutshell #skit #funny #political #politics,,1,61,2022-06-14,14:50:08,16674566,1051982,10800,en,Jaden Williams,2640000,517,1361535669,2014-09-24,US,55,4,No,Short,Tuesday,June,2,2022,950,6.37367113482893,14,<10M,2633531.2746615,3770,Film & Animation,English,United States,14,Afternoon,0.125,Positive
BjQHuBvdyNg,Political Spectrums Explained — Why is there a left wing and right wing?,Mr. Beat and Mr. Barris explain political spectrums and why the whole left versus right paradigm does more harm than good.,27,639,2019-11-22,12:30:01,1692047,42976,6784,en,Mr. Beat,1170000,760,302595847,2009-08-24,US,72,0,Yes,Medium,Friday,November,4,2019,1885,2.9408166558021103,8,<10M,398152.430263157,5627,Education,English,United States,12,Afternoon,0.0952380952380952,Positive
PhrWJZO5LaE,Kamala Harris Shares Her Favorite Curse Word With NowThis,Kamala Harris is very specific when is comes to her favorite curse word » Sign up for our newsletter KnowThis to get the ...,25,13,2024-08-09,21:00:14,3898513,117901,18106,en,NowThis Impact,4070000,23893,3262828529,2012-09-05,US,57,0,Yes,Very Short,Friday,August,3,2024,163,3.4886891489139504,14,<10M,136560.018792114,4519,News & Politics,English,United States,21,Night,0.5,Positive
29pqPxn9csY,Everything Would be Worse if Donald Trump was Assassinated #billburr #politics,You can watch the full episode of the Monday Morning podcast with @TommyTiernan on the @BillBurrOfficial YouTube channel.,23,50,2024-09-06,20:27:13,3118124,74685,3371,en,All Things Comedy,596000,2177,149539468,2013-03-08,US,78,2,Yes,Very Short,Friday,September,3,2024,135,2.5033000611906298,17,<1M,68690.6146072577,4335,Comedy,English,United States,20,Evening,-0.4,Negative
UDhPn0hWcPY,America is Good at this w/ Bill Maher #Shorts #Podcast #Politics,Check out the Full Podcast Here: https://youtu.be/bzmkFZDWwbM Shane travels for our first one on one with Bill Maher!,25,56,2024-10-24,15:00:35,11992,204,44,en-US,VICE News,9160000,6585,3341634903,2013-11-20,US,64,3,Yes,Very Short,Thursday,October,4,2024,87,2.06804536357571,9,<10M,507461.640546697,4078,News & Politics,English (American),United States,15,Afternoon,0.7,Positive
V0KERxj_zZo,Trump’s message to America’s foes | Congressman Hudson on 13th &amp; Park #politics #trump #china,Trump's message to America's foes | Congressman Hudson on 13th & Park #politics #trump #reels #podcast #china #shorts.,25,38,2025-01-12,19:03:05,23362,563,6,Unknown,13th & Park,1880000,353,15192365,2022-09-11,US,97,3,Yes,Very Short,Sunday,January,1,2025,7,2.43557914562109,11,<10M,43037.8611898017,861,News & Politics,Unknown,United States,19,Evening,0.0,Neutral
GdaejpBKkOE,What Trump did to politics,A look at how he changed American politics. My 2024 anti-Trump livestream: ...,27,1769,2024-11-02,16:00:35,327465,19813,7928,en,J.J. McCullough,977000,561,370904402,2006-02-11,CA,26,0,Yes,Medium,Saturday,November,4,2024,78,8.47143969584535,15,<1M,661148.666666666,6917,Education,English,Canada,16,Afternoon,0.0,Neutral
iIsHg3BHpB0,Hood Politics,Provided to YouTube by Universal Music Group Hood Politics · Kendrick Lamar To Pimp A Butterfly ℗ 2015 Aftermath/Interscope ...,10,293,2018-12-12,11:53:51,9498833,117135,1689,Unknown,Kendrick Lamar - Topic,1120000,510,3536056363,2013-08-17,Unknown,13,0,Yes,Short,Wednesday,December,4,2018,2230,1.25093261456433,22,<10M,6933443.8490196,4173,Music,Unknown,Unknown,11,Morning,0.0,Neutral
5l02sK5LovI,Presidential Power: Crash Course Government and Politics #11,This week Craig looks at the expressed powers of the President of the United States - that is the ones you can find in the ...,27,390,2015-04-11,16:33:25,2107188,15711,636,en,CrashCourse,16100000,1598,2061431910,2006-05-20,US,60,1,Yes,Medium,Saturday,April,2,2015,3571,0.77577321055359,11,10M+,1290007.45306633,6819,Education,English,United States,16,Afternoon,0.0,Neutral
hFIWQGMXl2Q,Democracy doesn’t work #standupcomedy #politics #usa #election,,23,39,2024-10-24,18:15:13,20306,1621,66,en,Geoffrey Asmus,71800,729,11057948,2011-08-12,Unknown,62,4,No,Very Short,Thursday,October,4,2024,87,8.307889293804779,14,<100k,15168.6529492455,4909,Comedy,English,Unknown,18,Evening,0.0,Neutral
5UjFTsJfSQ8,What do Liberals want in their next leader? | Power &amp; Politics,Atlantic Liberal caucus Chair Kody Blois and Newfoundland and Labrador Liberal MP Ken McDonald discuss the state of the ...,25,1400,2025-01-09,00:53:24,21293,0,0,en-CA,CBC News,3820000,33884,2231277682,2014-07-25,CA,66,0,Yes,Medium,Thursday,January,1,2025,10,0.0,8,<10M,65850.4805217801,3831,News & Politics,English (Canadian),Canada,0,Night,0.0,Neutral
wad8J2hRdpo,"Trump, US decline, and global chaos - Robert D Kaplan interview | US politics | The New Statesman","Under Trump, US power will diminish - that's a disaster for the whole world, says Robert D Kaplan. Subscribe on YouTube: ...",25,1072,2025-01-08,17:01:04,517079,9729,2857,en,The New Statesman,148000,809,30617707,2009-05-14,GB,97,0,Yes,Medium,Wednesday,January,1,2025,11,2.43405746510687,17,<1M,37846.3621755253,5729,News & Politics,English,United Kingdom,17,Afternoon,0.0681818181818181,Positive
MSfwJPOfx9s,Donald Trump&#39;s Ex-Staff Members Reveal All,Donald Trump's former aides are airing all the dirty laundry (via AmericanProgressAction) » Sign up for our newsletter KnowThis ...,25,44,2024-09-22,18:00:10,1727885,94847,6909,en,NowThis Impact,4070000,23893,3262828529,2012-09-05,US,46,1,Yes,Very Short,Sunday,September,3,2024,119,5.88904932909308,14,<10M,136560.018792114,4519,News & Politics,English,United States,18,Evening,0.0,Neutral
P8LSH29FIeg,LUCKI - POLITICS (Dir. LONEWOLF),Directed & edited by LONEWOLF @whylonewolf Prod. by Oxy SUBSCRIBE FOR MORE.,10,106,2019-02-15,18:28:21,1310683,27819,841,Unknown,LONEWOLF,80500,115,23831661,2016-12-23,US,32,0,Yes,Short,Friday,February,1,2019,2165,2.18664619896649,8,<100k,207231.834782608,2949,Music,Unknown,United States,18,Evening,0.0,Neutral
LreLI5MWXkY,Canadian provinces stepping up response to Trump&#39;s tariff threats | Power &amp; Politics,British Columbia Premier David Eby says his province is identifying what it can do to make Donald Trump's tariff threat 'hurt for the ...,25,1356,2025-01-10,00:26:10,60892,0,0,en-CA,CBC News,3820000,33884,2231277682,2014-07-25,CA,92,1,Yes,Medium,Friday,January,1,2025,9,0.0,8,<10M,65850.4805217801,3831,News & Politics,English (Canadian),Canada,0,Night,0.0,Neutral
r4iZcUDZO10,Rep. Eric Swalwell Targets Donald Trump in New Political Ad,"If Donald Trump was their bus driver, would you let your children ride? Rep. Eric Swalwell (D-CA) dropped this brilliantly brutal ad ...",25,30,2024-08-15,22:00:38,120516,12124,809,en,NowThis Impact,4070000,23893,3262828529,2012-09-05,US,59,0,Yes,Very Short,Thursday,August,3,2024,157,10.7313551727571,14,<10M,136560.018792114,4519,News & Politics,English,United States,22,Night,0.0681818181818181,Positive
LFXPG2ICn5E,Dominic Fike - Politics &amp; Violence (Official Video),"Directed by Reed Bennett Filmed on location in Scotland, UK Stream/download Dominic Fike's “Politics & Violence” here: ...",10,198,2020-07-09,16:00:09,2941658,57160,1480,Unknown,DominicFikeVEVO,1820,35,95177376,2019-03-04,Unknown,55,0,Yes,Short,Thursday,July,3,2020,1655,1.99343363504527,15,<100k,2719353.6,2148,Music,Unknown,Unknown,16,Afternoon,0.0,Neutral
56cnOkQFRwo,King Arthur Official Soundtrack | The Politics &amp; The Life - Daniel Pemberton | WaterTower,Official Version: The Politics & The Life By: Daniel Pemberton & Gareth Williams Available NOW: https://lnk.to/kingarthurID ...,24,203,2017-05-05,07:15:57,6136565,65106,1736,en-US,WaterTower Music,1090000,6058,1419156519,2010-01-11,US,93,0,Yes,Short,Friday,May,2,2017,2816,1.0892412937856901,16,<10M,234261.558104985,5487,Entertainment,English (American),United States,7,Morning,0.0,Neutral
DQJIRE2cZFU,Fareed Zakaria explains why we are seeing a political realignment,"CNN's Fareed Zakaria explains that the great divide in America today is not economic class but social class, defined by college ...",25,336,2024-10-27,20:55:55,376086,4984,2453,en,CNN,17400000,169026,17174823842,2005-10-02,Unknown,65,0,Yes,Medium,Sunday,October,4,2024,84,1.97747323750418,3,10M+,101610.544188468,7049,News & Politics,English,Unknown,20,Evening,0.0,Neutral
w5XjOucGglk,Gutfeld: This is the ‘biggest lie in history of presidential politics’,Host Greg Gutfeld and the 'Gutfeld!' panel discuss President Biden's fitness for office and the media changing tune on his ...,25,1048,2025-01-12,04:00:30,1374757,36869,3338,Unknown,Fox News,12700000,114346,18943535913,2006-09-19,US,70,0,Yes,Medium,Sunday,January,1,2025,7,2.92466232214129,8,10M+,165668.54907911,6697,News & Politics,Unknown,United States,4,Night,0.0,Neutral
Q_2erNWcBiI,POLITICS NOKORIBA BONDHU || MAA || Zubeen Garg,DOWNLOAD/STREAM FROM THE BELOW LINKS ♪ Deezer- https://www.deezer.com/album/85667362 iTunes/Apple Music- ...,10,186,2019-01-22,18:12:46,4156058,97071,4209,as,Dhwani Records,1470000,2000,345923727,2017-10-17,IN,46,0,Yes,Short,Tuesday,January,1,2019,2189,2.43692460499829,14,<10M,172961.8635,2651,Music,Assamese,India,18,Evening,0.0,Neutral
KAkhzJCzDTc,Exo-Politics,Provided to YouTube by Warner Records Exo-Politics · Muse Black Holes and Revelations ℗ 2006 A&E Records Limited Assistant ...,10,234,2014-12-13,13:46:33,2895548,27167,215,Unknown,Muse - Topic,39900,442,677582746,2013-07-05,Unknown,12,0,Yes,Short,Saturday,December,4,2014,3690,0.94565864561734,12,<100k,1532992.63800904,4216,Music,Unknown,Unknown,13,Afternoon,0.0,Neutral
cMyic8RNs1A,Ricky Gervais Talks Nike and Sweatshops | Politics | Universal Comedy,This is peak Ricky Gervais BUY Ricky Gervais Live 2 - Politics now: https://amzn.to/2rU9oN6 Twitter: @rickygervais ...,23,542,2024-03-25,18:00:30,253807,2813,78,en-GB,Universal Comedy,568000,944,273825315,2010-03-10,GB,69,0,Yes,Medium,Monday,March,1,2024,300,1.13905447840288,16,<1M,290069.189618644,5429,Comedy,English (British),United Kingdom,18,Evening,0.0,Neutral
eA68f5WW_rw,Douglas Murray: Europe is turning to the political right #politics #election2024 #election #europe,"As Europeans head to the polls this weekend, Douglas Murray speaks to John Connolly about how the continent has shifted to the ...",25,53,2024-06-07,14:51:56,405195,23180,1221,en-GB,The Spectator,438000,2207,104804856,2013-09-12,GB,98,4,Yes,Very Short,Friday,June,2,2024,226,6.02203877145571,13,<1M,47487.4743996375,4147,News & Politics,English (British),United Kingdom,14,Afternoon,0.142857142857142,Positive
-oxQ5fmiI9M,Honest Government Ad | 2025 Election (Congratulations President Trump),"The Australien Government has made an ad about our next federal election, and it's surprisingly honest and informative. Some ...",23,236,2024-11-23,04:04:54,618326,43021,4099,en-GB,thejuicemedia,1050000,271,132463319,2008-05-24,AU,70,0,Yes,Short,Saturday,November,4,2024,57,7.6205755539957805,13,<10M,488794.53505535,6084,Comedy,English (British),Australia,4,Night,0.6,Positive
I8mEygd9TiI,Trump appears at Pennsylvania McDonald&#39;s #politics #national #mcdonalds,Kamala Harris and Donald Trump have three weeks to sway last-minute voters. While Harris has three scheduled stops in ...,25,25,2024-10-21,16:02:22,10889,335,58,en,WQAD News 8,96300,29708,65287969,2010-04-05,US,75,4,Yes,Very Short,Monday,October,4,2024,90,3.60914684544035,11,<100k,2197.65615322472,5403,News & Politics,English,United States,16,Afternoon,0.0,Neutral
3G0ass1V8eo,"Despite Trump, freed Russian political prisoner Kara-Murza urges strong action against Putin",Former Russian political prisoner Vladimir Kara-Murza is now lobbying the West for stronger action against Russian President ...,25,905,2025-01-10,23:18:22,50492,1807,406,en,MSNBC,7650000,91775,14959525685,2011-12-01,Unknown,92,0,Yes,Medium,Friday,January,1,2025,9,4.38287253426285,5,<10M,163002.186706619,4798,News & Politics,English,Unknown,23,Night,0.133333333333333,Positive
WaBvj_GqbRE,German election frontrunners Merz and Scholz: Personal disdain and opposing political ideologies,"In Germany, political parties are launching their campaigns for the election on February 23rd. The snap vote, called after the ...",25,417,2025-01-08,09:35:10,35802,357,198,en,DW News,5580000,37659,2592402166,2007-09-04,DE,96,0,Yes,Medium,Wednesday,January,1,2025,11,1.55019272666331,7,<10M,68838.8477123662,6347,News & Politics,English,Germany,9,Morning,0.0,Neutral
KHuMjIhS6t0,Honest Government Ad | TRUMP 2024 🇺🇸🦅,"The ""US Government"" has made an ad about the 2024 election, and it's surprisingly honest and informative Dear voters ...",23,289,2024-09-26,23:46:05,991912,79159,10640,en-GB,thejuicemedia,1050000,271,132463319,2008-05-24,AU,37,0,Yes,Short,Thursday,September,3,2024,115,9.05312164788812,13,<10M,488794.53505535,6084,Comedy,English (British),Australia,23,Night,0.6,Positive
66f4-NKEYz4,How a Bill Becomes a Law: Crash Course Government and Politics #9,"Oh my, Craig has his work cut out for him this week. The process of how a bill becomes a law can be pretty complex, fraught with ...",27,421,2015-03-20,23:03:53,2306728,19003,913,en,CrashCourse,16100000,1598,2061431910,2006-05-20,US,65,1,Yes,Medium,Friday,March,1,2015,3593,0.863387447501395,11,10M+,1290007.45306633,6819,Education,English,United States,23,Night,0.0,Neutral
Gkl2NoEznqA,PolitiFact Founder Explains the “Epidemic of Lying” in American Politics | Amanpour and Company,"As Americans gear up for the election, Bill Adair warns of an ""epidemic of lying"" in U.S. politics -- particularly within the Republican ...",25,1108,2024-10-16,20:58:08,152238,3544,942,en-US,Amanpour and Company,466000,1912,139718785,2019-04-11,US,95,0,Yes,Medium,Wednesday,October,4,2024,95,2.94670187469619,20,<1M,73074.6783472803,2110,News & Politics,English (American),United States,20,Evening,0.0,Neutral
biBu34bXoog,Bill Maher Blames Dem Loss On Identity Politics | The View,Subscribe to our YouTube channel: http://bit.ly/2Ybi4tM MORE FROM 'THE VIEW': Full episodes: https://bit.ly/3XmYj2h Instagram: ...,24,509,2024-11-18,19:00:29,218107,2470,3826,en-US,The View,1460000,3519,528854367,2007-09-06,US,58,0,Yes,Medium,Monday,November,4,2024,62,2.88665654930836,8,<10M,150285.41261722,6345,Entertainment,English (American),United States,19,Evening,0.0,Neutral
qLpqSo51U70,Mark Cuban Supported Trump... Until He Talked to Him,"The biggest beef in TV host history? Mark Cuban used to support Donald Trump, until he actually talked to him. Emmet Sandberg ...",25,60,2024-10-22,15:00:54,933005,47043,1758,en,NowThis Impact,4070000,23893,3262828529,2012-09-05,US,52,0,Yes,Very Short,Tuesday,October,4,2024,89,5.23051859314794,14,<10M,136560.018792114,4519,News & Politics,English,United States,15,Afternoon,0.0,Neutral
fP77tAIkRvA,Trump 2.0 and the Return of ‘Court Politics’,"The preview we've had into Donald Trump's second administration already feels, by American standards, disturbingly abnormal: ...",25,4003,2025-01-10,10:51:14,38162,565,201,en-US,Ezra Klein Show,23100,245,528243,2018-04-13,US,44,0,Yes,Very Long,Friday,January,1,2025,9,2.00723232534982,15,<100k,2156.09387755102,2473,News & Politics,English (American),United States,10,Morning,0.0,Neutral
KdcZmZuMoFE,LILLEY UNLEASHED: Trudeau&#39;s replacement is toast!,The Sun's political columnist Brian Lilley says if Trudeau resigns his successors will all fall to Poilievre and the Conservatives.,22,131,2025-01-05,12:00:52,232643,8553,2412,en-US,Toronto Sun,234000,15316,285769557,2018-01-18,CA,53,1,Yes,Short,Sunday,January,1,2025,14,4.71323014232106,11,<1M,18658.2369417602,2558,People & Blogs,English (American),Canada,12,Afternoon,0.0,Neutral
